City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
548,Lasa,IT,2020-08-02 22:05:01,46.62,10.7,62.01,100,40,2.91,thunderstorm with light rain
549,Catuday,PH,2020-08-02 22:05:01,16.29,119.81,78.87,84,100,9.51,overcast clouds
550,Goderich,CA,2020-08-02 22:01:14,43.75,-81.72,68.0,86,100,27.74,moderate rain
551,Talnakh,RU,2020-08-02 22:05:01,69.49,88.4,55.4,87,95,8.95,overcast clouds
552,Basco,PH,2020-08-02 22:05:01,20.45,121.97,83.62,79,100,15.9,light rain
553,Praia Da Vitoria,PT,2020-08-02 22:04:23,38.73,-27.07,73.4,78,40,9.06,scattered clouds
554,Mogadishu,SO,2020-08-02 22:05:01,2.04,45.34,76.66,81,99,21.36,light rain
555,Benguela,AO,2020-08-02 22:05:02,-12.58,13.41,67.89,88,99,3.94,overcast clouds
556,Trelew,AR,2020-08-02 22:05:02,-43.25,-65.31,52.66,42,0,8.41,clear sky
557,Porto Franco,BR,2020-08-02 22:05:02,-6.34,-47.4,84.07,42,55,4.54,broken clouds
558,Thinadhoo,MV,2020-08-02 22:05:02,0.53,72.93,82.67,77,98,11.5,overcast clouds
559,Ziarat,PK,2020-08-02 22:01:39,30.38,67.73,65.95,68,0,4.74,clear sky
560,Lakatoro,VU,2020-08-02 22:05:02,-16.1,167.42,77.0,78,75,6.93,broken clouds
561,Shahgarh,IN,2020-08-02 22:05:02,24.32,79.13,82.02,70,50,5.66,scattered clouds
562,Pochutla,MX,2020-08-02 22:05:02,15.74,-96.47,91.4,59,20,11.41,few clouds
563,Saint-Joseph,RE,2020-08-02 22:05:03,-21.37,55.62,68.0,60,90,10.29,overcast clouds
564,Hay River,CA,2020-08-02 22:05:03,60.82,-115.8,89.6,49,40,10.29,scattered clouds
565,Lubango,AO,2020-08-02 22:05:03,-14.92,13.49,59.49,49,2,5.53,clear sky
566,Jiangkou,CN,2020-08-02 22:05:03,25.49,119.2,82.4,83,75,8.95,broken clouds
567,Leningradskiy,RU,2020-08-02 22:05:03,69.38,178.42,40.23,85,99,9.8,overcast clouds
568,Barahona,DO,2020-08-02 22:05:03,18.21,-71.1,87.8,66,20,18.34,few clouds
569,Santa Vitoria,BR,2020-08-02 22:05:03,-18.84,-50.12,74.1,37,0,4.81,clear sky
570,Zapolyarnyy,RU,2020-08-02 22:05:03,69.42,30.81,50.0,76,75,11.41,broken clouds
571,Contramaestre,CU,2020-08-02 22:05:04,20.3,-76.24,86.0,88,75,5.82,thunderstorm
572,Havoysund,NO,2020-08-02 22:05:04,71.0,24.66,48.2,81,47,9.17,scattered clouds
573,Nguruka,TZ,2020-08-02 22:05:04,-5.11,31.04,61.92,42,1,3.76,clear sky
574,Brigantine,US,2020-08-02 22:05:04,39.41,-74.36,89.6,62,1,13.87,clear sky
575,Bara,NG,2020-08-02 22:05:04,10.37,10.73,74.16,90,99,5.35,overcast clouds
576,Sibiti,CG,2020-08-02 22:05:04,-3.68,13.35,67.93,79,5,5.35,clear sky
577,Port-Cartier,CA,2020-08-02 22:05:05,50.03,-66.87,75.99,57,75,4.7,broken clouds
578,Deer Lake,CA,2020-08-02 22:05:05,49.17,-57.43,77.0,50,40,9.17,scattered clouds
579,Yantal,RU,2020-08-02 22:05:05,56.85,105.25,54.81,81,0,4.12,clear sky
580,Upata,VE,2020-08-02 22:05:05,8.01,-62.4,82.0,79,86,3.0,light rain
581,Arman,RU,2020-08-02 22:05:05,59.7,150.17,61.84,60,0,0.49,clear sky
582,Laguna,US,2020-08-02 22:05:05,38.42,-121.42,95.0,27,5,8.05,clear sky
583,Naryan-Mar,RU,2020-08-02 22:05:05,67.67,53.09,54.19,92,100,4.99,overcast clouds
584,Maymyo,MM,2020-08-02 22:05:05,22.03,96.47,69.67,100,100,2.13,light rain
585,Verkhoyansk,RU,2020-08-02 22:05:06,67.54,133.38,60.28,50,49,4.52,scattered clouds
586,Cariati,IT,2020-08-02 22:05:06,39.49,16.96,78.01,59,0,1.01,clear sky
587,Marechal Floriano,BR,2020-08-02 22:05:06,-20.41,-40.68,73.0,68,20,9.17,few clouds
588,Kuala Terengganu,MY,2020-08-02 22:05:06,5.33,103.14,75.2,100,40,9.17,thunderstorm with heavy rain
589,Digha,IN,2020-08-02 22:05:06,21.68,87.55,85.44,81,100,5.73,moderate rain
590,Mawlaik,MM,2020-08-02 22:05:06,23.63,94.42,79.29,85,53,0.51,broken clouds
591,Quelimane,MZ,2020-08-02 22:05:06,-17.88,36.89,68.0,88,20,3.85,few clouds
592,Vangaindrano,MG,2020-08-02 22:05:06,-23.35,47.6,64.36,75,100,3.56,overcast clouds
593,Grand Gaube,MU,2020-08-02 22:04:04,-20.01,57.66,66.0,78,41,3.0,scattered clouds
594,Bud,US,2020-08-02 22:05:06,39.45,-86.18,78.8,61,75,9.22,broken clouds
595,Verkhnevilyuysk,RU,2020-08-02 22:05:07,63.45,120.32,59.72,66,0,2.42,clear sky
596,Ranau,MY,2020-08-02 22:05:07,5.95,116.66,77.0,83,20,5.82,few clouds
597,Fujin,CN,2020-08-02 22:05:07,47.26,132.03,69.31,97,100,11.92,moderate rain
598,Taungdwingyi,MM,2020-08-02 22:05:07,20.02,95.55,77.58,94,100,4.56,light rain
599,Grand-Lahou,CI,2020-08-02 22:05:07,5.14,-5.02,72.55,85,11,7.31,few clouds
600,Matagami,CA,2020-08-02 22:05:07,49.75,-77.63,59.0,82,90,11.41,overcast clouds
601,Safranbolu,TR,2020-08-02 22:00:30,41.25,32.69,57.07,79,0,1.5,clear sky
602,Alberdi,AR,2020-08-02 22:05:08,-32.89,-60.69,78.8,50,47,8.05,scattered clouds
603,Middle Island,US,2020-08-02 22:05:08,40.88,-72.94,82.99,78,90,14.99,overcast clouds
604,Witney,GB,2020-08-02 22:05:08,51.78,-1.49,62.6,72,75,4.7,broken clouds
605,Zhanakorgan,KZ,2020-08-02 22:05:08,43.91,67.25,80.67,30,0,10.83,clear sky
606,Qinhuangdao,CN,2020-08-02 22:05:08,39.93,119.59,75.83,87,28,2.93,scattered clouds
607,Luganville,VU,2020-08-02 22:04:27,-15.53,167.17,77.0,78,75,6.93,broken clouds
608,Dharapuram,IN,2020-08-02 22:05:08,10.73,77.52,73.4,94,75,6.93,mist
609,Luga,RU,2020-08-02 22:05:09,58.74,29.85,54.75,91,86,5.28,overcast clouds
610,Kropotkin,RU,2020-08-02 22:05:09,45.44,40.58,63.32,65,1,4.25,clear sky
611,Letnik,RU,2020-08-02 22:05:09,46.01,41.27,64.0,61,32,5.59,scattered clouds
612,Non Sang,TH,2020-08-02 22:05:09,16.87,102.57,77.0,94,75,9.17,broken clouds
613,Yumen,CN,2020-08-02 22:05:09,40.28,97.2,64.24,27,12,10.94,few clouds
614,Beppu,JP,2020-08-02 22:05:09,33.27,131.49,77.76,71,63,1.14,broken clouds
615,Tabuk,PH,2020-08-02 22:05:09,17.42,121.44,74.97,84,99,1.7,overcast clouds
616,Ati,TD,2020-08-02 22:05:09,13.22,18.34,75.2,83,99,15.14,overcast clouds
617,Hirara,JP,2020-08-02 22:05:10,24.8,125.28,78.8,88,75,35.57,light intensity shower rain
618,Kiama,AU,2020-08-02 22:05:10,-34.68,150.87,53.01,66,76,1.01,broken clouds
619,Minnedosa,CA,2020-08-02 22:05:10,50.25,-99.84,75.2,41,75,8.05,broken clouds
620,Marawi,PH,2020-08-02 22:05:10,8.0,124.29,77.0,86,96,5.99,overcast clouds
621,Muswellbrook,AU,2020-08-02 22:05:10,-32.27,150.9,45.0,80,93,3.71,overcast clouds
622,Chara,RU,2020-08-02 22:05:10,56.91,118.26,55.26,89,100,2.37,moderate rain
623,Kokopo,PG,2020-08-02 22:05:10,-4.35,152.26,81.27,78,77,8.7,broken clouds
624,Zabol,AF,2020-08-02 22:00:35,32.25,67.25,66.45,23,0,8.55,clear sky
625,Iguape,BR,2020-08-02 22:00:38,-24.71,-47.56,65.57,90,4,5.79,clear sky
626,Warrnambool,AU,2020-08-02 22:02:50,-38.38,142.48,46.04,83,19,13.94,few clouds
627,Lidkoping,SE,2020-08-02 22:05:11,58.51,13.16,57.2,93,33,14.99,scattered clouds
628,San Jeronimo,PE,2020-08-02 22:05:11,-11.95,-75.28,61.79,31,0,8.52,clear sky
629,Maceio,BR,2020-08-02 22:05:11,-9.67,-35.74,73.4,88,40,8.05,scattered clouds
630,Kapit,MY,2020-08-02 22:05:11,2.02,112.93,74.53,93,100,1.3,light rain
631,Curuca,BR,2020-08-02 22:05:11,-0.73,-47.85,75.72,94,6,5.12,light rain
632,Nishihara,JP,2020-08-02 22:05:11,26.18,127.76,84.2,83,75,14.99,broken clouds
633,Shaunavon,CA,2020-08-02 22:05:11,49.65,-108.42,82.22,30,34,15.99,scattered clouds
634,Kutum,SD,2020-08-02 22:04:00,14.2,24.67,70.56,84,58,14.67,light rain
635,Veraval,IN,2020-08-02 22:05:12,20.9,70.37,84.16,82,93,5.99,overcast clouds
636,Nassau,US,2020-08-02 22:05:12,40.75,-73.58,86.0,74,40,18.34,scattered clouds
637,Yukhnov,RU,2020-08-02 22:01:06,54.74,35.23,49.69,93,0,3.69,clear sky
638,Mongoumba,CF,2020-08-02 22:05:12,3.64,18.59,71.44,95,98,2.17,overcast clouds
639,Lagoa,PT,2020-08-02 22:00:18,39.05,-27.98,71.67,82,0,13.53,clear sky
640,Mankapur,IN,2020-08-02 22:04:19,27.03,82.23,85.24,73,16,3.31,light rain
641,Maunabo,PR,2020-08-02 22:05:13,18.01,-65.9,84.99,81,25,4.0,light rain
642,Hayrabolu,TR,2020-08-02 22:05:13,41.21,27.11,68.0,82,0,10.29,clear sky
643,Bouca,CF,2020-08-02 22:05:13,6.51,18.27,69.84,97,100,2.1,overcast clouds
644,Shizukuishi,JP,2020-08-02 22:05:13,39.68,140.98,67.51,88,97,2.53,overcast clouds
645,Teya,RU,2020-08-02 22:05:13,60.38,92.63,53.28,75,0,0.65,clear sky
646,Port Augusta,AU,2020-08-02 22:05:13,-32.5,137.77,48.2,100,90,5.82,overcast clouds
647,Akranes,IS,2020-08-02 22:05:13,64.32,-22.07,51.8,81,90,11.41,overcast clouds
648,Honningsvag,NO,2020-08-02 22:05:14,70.98,25.97,50.0,87,75,9.17,broken clouds
649,Gordeyevka,RU,2020-08-02 22:05:14,52.96,31.97,53.46,87,28,2.39,scattered clouds
650,Husavik,IS,2020-08-02 22:05:14,66.04,-17.34,50.0,93,90,9.17,mist
651,Kollo,NE,2020-08-02 22:05:14,13.3,2.34,82.4,88,20,6.93,thunderstorm with light rain
652,Fukue,JP,2020-08-02 22:00:50,32.69,128.84,80.49,82,38,9.95,scattered clouds
653,Korla,CN,2020-08-02 22:05:14,41.76,86.15,79.0,60,84,1.01,broken clouds
654,Kerman,IR,2020-08-02 22:05:14,30.28,57.08,75.2,31,20,4.7,few clouds
655,Whitehorse,CA,2020-08-02 22:05:14,60.72,-135.05,66.2,42,75,9.17,broken clouds
656,Boysun,UZ,2020-08-02 22:05:15,38.21,67.2,68.07,32,0,3.24,clear sky
657,Bonthe,SL,2020-08-02 22:05:15,7.53,-12.51,74.44,86,100,7.38,overcast clouds
658,La Baneza,ES,2020-08-02 22:05:15,42.3,-5.9,62.6,63,100,4.7,overcast clouds
659,Kerema,PG,2020-08-02 22:05:15,-7.96,145.78,76.23,81,80,2.01,broken clouds
660,Saint-Pierre,RE,2020-08-02 22:05:15,-21.34,55.48,68.0,60,90,10.29,overcast clouds
661,Palu,ID,2020-08-02 22:05:15,-0.89,119.87,75.56,80,100,3.22,light rain
662,Dakar,SN,2020-08-02 22:00:42,14.69,-17.44,84.2,79,20,16.11,few clouds
663,San Cristobal,VE,2020-08-02 22:05:15,7.77,-72.22,91.4,41,20,29.97,few clouds
664,Tucurui,BR,2020-08-02 22:05:15,-3.77,-49.67,79.92,60,32,1.1,scattered clouds
665,Tolaga Bay,NZ,2020-08-02 22:05:16,-38.37,178.3,55.22,84,100,8.01,light rain
666,Syracuse,IT,2020-08-02 22:05:16,37.09,15.28,82.4,57,0,5.82,clear sky
667,San Ramon,US,2020-08-02 22:05:16,37.78,-121.98,91.99,25,1,12.75,clear sky
668,Nouadhibou,MR,2020-08-02 22:00:18,20.93,-17.03,73.4,83,0,20.8,clear sky
669,Hualmay,PE,2020-08-02 22:05:16,-11.1,-77.61,64.08,73,18,10.2,few clouds
670,Indiaroba,BR,2020-08-02 22:05:16,-11.52,-37.51,70.74,89,8,5.93,light rain
671,Saint Anthony,US,2020-08-02 22:05:16,45.02,-93.22,73.4,46,1,12.75,clear sky
672,Mmabatho,ZA,2020-08-02 22:05:16,-25.85,25.63,46.4,39,0,6.93,clear sky
673,Mildura,AU,2020-08-02 22:01:54,-34.2,142.15,42.8,48,100,5.77,overcast clouds
674,Kankaanpaa,FI,2020-08-02 22:05:17,61.8,22.42,60.8,82,78,2.24,shower rain
675,Rio Gallegos,AR,2020-08-02 22:04:07,-51.62,-69.22,39.2,86,38,13.87,scattered clouds
676,Najran,SA,2020-08-02 22:05:17,17.49,44.13,82.4,51,40,14.99,scattered clouds
677,Luba,GQ,2020-08-02 22:05:17,3.46,8.55,78.8,94,40,9.17,scattered clouds
678,Kathmandu,NP,2020-08-02 22:05:14,27.72,85.32,71.6,100,75,3.36,light rain
679,Zyryanka,RU,2020-08-02 22:05:17,65.75,150.85,61.83,52,5,7.7,clear sky
680,Pingzhuang,CN,2020-08-02 22:05:17,42.04,119.29,72.25,51,0,6.02,clear sky
681,Atambua,ID,2020-08-02 22:05:17,-9.11,124.89,65.19,86,40,4.79,scattered clouds
682,Statesboro,US,2020-08-02 22:05:17,32.45,-81.78,95.0,36,40,10.29,scattered clouds
